STATE,COUNTY,MUNICIPALITY,LATITUDE,LONGITUDE,COLLECTOR,DATE COLLECTED,TRAP TYPE,DATE TRAP LAST SERVICED,HOST PLANT,FAMILY,GENUS,SPECIES,DETERMINER,DETERMINED DATE
California,Shasta,REDDING,40.58,-122.4,MARTYN,2002-04-01,,,Pittosporum sp.,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",2002-04-09
California,Shasta,REDDING,40.58,-122.36,ALBRIGHT,1991-08-29,,,Fraxinus sp.,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-09-03
California,Shasta,REDDING,40.58,-122.41,HAIG,1991-12-02,,,Citrus sinensis,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-12-05
California,Shasta,REDDING,40.58,-122.41,HAIG,1991-12-02,,,Citrus limon,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-12-05
California,Shasta,REDDING,40.58,-122.36,ALBRIGHT,1991-08-29,,,Crataegus sp.,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-09-03
California,Shasta,REDDING,40.58,-122.34,ALBRIGHT,1991-09-06,,,Fraxinus sp.,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-09-12
California,Shasta,REDDING,40.58,-122.37,MARTYN,2002-09-17,,,Morus sp.,Aleyrodidae,Tetraleurodes,mori,"Gill, Raymond",2003-01-08
California,Shasta,REDDING,40.58,-122.39,ALBRIGHT,1993-09-09,,,,Aleyrodidae,Trialeurodes,vaporariorum,"Gill, Raymond",1993-12-09
California,Shasta,REDDING,40.59,-122.36,ALBRIGHT,1991-09-07,,,Crataegus sp.,Aleyrodidae,Siphoninus,phillyreae,"Gill, Raymond",1991-09-12
California,Shasta,REDDING,40.59,-122.39,TOROK,2001-09-09,,,Citrus sp.,Margarodidae,Icerya,purchasi,"Sorensen, John",2001-09-18
California,Shasta,PALO CEDRO,40.6,-122.24,TOROK,2000-11-08,,,Vitis sp.,Cicadellidae,Fieberiella,florii,"Gill, Raymond",2001-02-23
California,Shasta,Redding,40.6,-122.4,Caryn Moen,2009-02-05,,,Citrus paradisi,Diaspididae,Aonidiella,aurantii,"Watson, Gillian",2009-02-10
California,Shasta,Redding,40.62,-122.25,Caryn Moen,2007-06-19,,,Solanum lycopersicum,Aleyrodidae,Aleyrodes,spiraeoides,"Watson, Gillian",2007-06-22
California,Shasta,REDDING,40.62,-122.4,ALBRIGHT,1991-10-29,,,,Aleyrodidae,Trialeurodes,vaporariorum,"Gill, Raymond",1991-11-07
California,Shasta,Redding,40.62,-122.28,Darrow,2011-05-13,,,,Cercopidae,Aphrophora,permutata,"Rung, Alessandra",2011-05-17
California,Shasta,Redding,40.63,-122.4,Caryn Moen,2011-06-23,,,,Cicadellidae,Euscelidius,variegatus,"Gill, Raymond",2011-06-28
California,Shasta,Shasta Lake,40.67,-122.38,Caryn Moen,2008-01-23,,,,Diaspididae,Diaspis,boisduvalii,"Watson, Gillian",2008-01-25
California,Shasta,CENTRAL VALLEY,40.68,-122.37,ALBRIGHT,1991-09-26,,,Vitis sp.,Cicadellidae,Erythroneura,ziczac,"Sorensen, John",1991-12-20
California,Shasta,Redding,40.69,-122.34,Ellie Gallardo,2007-08-01,GWSS trap,2007-07-18,Wisteria sp.,Cercopidae,Philaenus,spumarius,"Garrison, Rosser",2007-08-08
California,Humboldt,EUREKA,40.7,-124.19,HAGGARD,1990-02-04,,,,Pseudococcidae,Rhizoecus,falcifer,"Sorensen, John",1991-04-18
California,Humboldt,EUREKA,40.72,-124.18,HOLZBERGER,1991-07-16,,,Abies sp,Adelgidae,Adelges,nusslini,"Sorensen, John",1991-08-16
California,Modoc,WEAVERVILLE,40.73,-122.94,ALLEN,1990-06-15,,,Arctostaphylos sp,Aphididae,Tamalia,coweni,"Gill, Raymond",1990-06-27
California,Trinity,Weaverville,40.73,-122.94,Jim Carter,2003-10-16,GWSS trap,2003-10-08,Vitis sp.,Cicadellidae,Erythroneura,ziczac,"Gill, Raymond",2003-10-22
California,Trinity,WEAVERVILLE,40.73,-122.94,CARTER,2002-05-23,GWSS trap,,,Cicadellidae,Graphocephala,confluens,"Gill, Raymond",2003-01-13
California,Trinity,Weavberville,40.73,-122.93,Lester,2007-09-10,,,,Cicadellidae,Graphocephala,confluens,"Gill, Raymond",2007-10-09
California,Humboldt,EUREKA,40.73,-124.21,SPADONI,2001-08-02,,,Acer sp.,Coccidae,Coccus,hesperidum,"Gill, Raymond",2001-08-14
California,Trinity,WEAVERVILLE,40.73,-122.94,THESKER,1998-09-11,,,Ulmus sp.,Eriococcidae,Gossyparia,spuria,"Gill, Raymond",1998-09-16
California,Trinity,Junction City,40.74,-123.02,Lona Davis,2008-09-11,,,,Aphididae,Myzus,persicae,"Sorensen, John",2008-09-19
California,Trinity,Junction City,40.74,-123.02,Lona Davis,2008-09-11,,,Vitis vinifera,Cicadellidae,Erythroneura,ziczac,"Rung, Alessandra",2008-09-19
California,Humboldt,EUREKA,40.74,-124.2,HAGGARD,1991-07-09,,,Prunus avium,Coccidae,Parthenolecanium,corni,"Gill, Raymond",1991-07-17
California,Humboldt,EUREKA,40.74,-124.2,HAGGARD,1998-03-08,,,Camellia sp.,Diaspididae,Hemiberlesia,rapax,"Gill, Raymond",1998-03-13
California,Humboldt,EUREKA,40.74,-124.2,HAGGARD,1994-07-29,,,Eucalyptus  sp.,Psyllidae,Ctenarytaina,eucalypti,"Gill, Raymond",1994-09-15
California,Humboldt,EUREKA,40.76,-124.15,SPADONI,1999-04-13,,,Rosamarinus officinalis,Coccidae,Coccus,hesperidum,"Gill, Raymond",1999-09-28
California,Trinity,Junction City,40.76,-123.09,Diane Rader,2011-06-14,,,,Coccidae,Coccus,hesperidum,"Watson, Gillian",2011-06-15
California,Humboldt,EUREKA,40.76,-124.16,SPADONI,1993-06-21,,,Crassula sp.,Coccidae,Saissetia,coffeae,"Gill, Raymond",1993-06-30
California,Humboldt,Eureka,40.78,-124.18,Haggard,2005-06-12,,,Ribes sp.,Aleyrodidae,Aleyrodes,spiraeoides,"Watson, Gillian",2005-06-28
California,Humboldt,EUREKA,40.78,-124.18,HAGGARD,2002-07-23,,,Ruta graveolens,Aleyrodidae,Trialeurodes,vaporariorum,"Gill, Raymond",2002-10-31
California,Humboldt,EUREKA,40.78,-124.14,FREEMAN,2003-05-22,Yellow panel trap,,,Cicadellidae,Colladonus,montanus,"Skevington, Jeff",2003-06-03
California,Humboldt,EUREKA,40.78,-124.19,HOLZBERGER,1989-12-20,,,Citrus limon,Coccidae,Coccus,hesperidum,"Gill, Raymond",1989-12-27
California,Humboldt,EUREKA,40.78,-124.14,HAGGARD,1991-08-29,,,Malus sp.,Coccidae,Parthenolecanium,corni,"Gill, Raymond",1991-09-03
California,Humboldt,EUREKA,40.78,-124.19,HAGGARD,1997-10-30,,,Quercus sp.,Coccidae,Parthenolecanium,quercifex,"Gill, Raymond",1998-01-22
California,Humboldt,EUREKA,40.78,-124.19,HAGGARD,1997-10-30,,,Quercus sp.,Diaspididae,Quernaspis,quercus,"Gill, Raymond",1998-01-22
California,Humboldt,EUREKA,40.78,-124.19,HAGGARD,1997-10-30,,,Pittosporum sp.,Margarodidae,Icerya,purchasi,"Gill, Raymond",1998-01-22
California,Humboldt,EUREKA,40.79,-124.13,HAGGARD,1992-07-13,,,Laburnum,Pseudococcidae,Pseudococcus,calceolariae,"Gill, Raymond",1992-08-18
California,Shasta,Montgomery Creek,40.8,-121.9,MOEN,2001-08-02,,,Solanum lycopersicum,Aphididae,Aulacorthum,solani,"Sorensen, John",2001-08-09
California,Humboldt,EUREKA,40.8,-124.16,SPADONI,1991-06-25,,,,Aphididae,Macrosiphum,euphorbiae,"Sorensen, John",1991-07-03
California,Humboldt,EUREKA,40.8,-124.16,SPADONI,1991-06-25,,,,Aphididae,Myzus,persicae,"Sorensen, John",1991-07-03
California,Humboldt,EUREKA,40.8,-124.16,SPADONI,1991-06-25,,,,Aphididae,Rhopalosiphum,padi,"Sorensen, John",1991-07-03
California,Humboldt,EUREKA,40.8,-124.17,POORE,1990-07-03,,,Ceanothus sp.,Diaspididae,Hemiberlesia,rapax,"Gill, Raymond",1990-07-12
California,Humboldt,Eureka,40.81,-124.17,Paul Holzberger,2006-10-23,,,,Aleyrodidae,Trialeurodes,vaporariorum,"Watson, Gillian",2006-10-26
California,Humboldt,Samoa,40.82,-124.19,B. Sullivan,2013-10-01,GM trap,2013-09-17,Pinus sp.,Cercopidae,Aphrophora,permutata,"Rung, Alessandra",2013-10-08
California,Humboldt,Arcata,40.87,-124.08,D Juliano,2011-06-07,,,,Aphididae,Uroleucon,ambrosiae,"Sorensen, John",2011-06-10
California,Humboldt,Arcata,40.87,-124.08,Haggard,2006-05-22,,,Acer sp,Coccidae,Eulecanium,tiliae,"Watson, Gillian",2006-06-06
California,Humboldt,ARCATA,40.9,-124.09,FREEMAN,2003-08-29,,,,Cicadellidae,Empoasca,incida,"Gill, Raymond",2003-09-03
California,Humboldt,ARCATA,40.9,-124.09,FREEMAN,2003-08-29,,,,Cicadellidae,Exitianus,exitiosus,"Gill, Raymond",2003-09-03
California,Humboldt,ARCATA,40.9,-124.06,HAGGARD,1997-08-28,,,Sequoia sempervirens,Pseudococcidae,Spilococcus,implicatus,"Gill, Raymond",1997-11-14
California,Shasta,McArthur,40.91,-121.2,"John Ingram, Carl Yingst",2008-08-19,,,Fragaria sp.,Aleyrodidae,Aleyrodes,spiraeoides,"Watson, Gillian",2008-08-22
California,Shasta,McArthur,40.91,-121.2,C. Yingst,2008-08-26,,,Fragaria sp.,Coccidae,Coccus,hesperidum,"Watson, Gillian",2008-08-29
California,Humboldt,ARCATA,40.91,-124.09,SPADONI,1994-07-06,,,Eucalyptus  sp.,Psyllidae,Ctenarytaina,eucalypti,"Gill, Raymond",1994-07-12
California,Humboldt,Mckinleyville,40.92,-124.1,HAGGARD,1992-07-10,,,Malus sp.,Cicadidae,Okanagana,albibasalis,"Gill, Raymond",1992-08-18
California,Humboldt,Mckinleyville,40.93,-124.1,SPADONI,1995-04-27,,,Pseudotsuga menziesii,Adelgidae,Adelges,cooleyi,"Sorensen, John",1996-03-20
California,Humboldt,WILLOW CREEK,40.95,-123.63,POORE,1990-07-06,,,Quercus sp.,Asterolecaniidae,Asterodiaspis,mina,"Gill, Raymond",1990-07-17
California,Humboldt,Mckinleyville,40.96,-124.11,SPADONI,1997-07-22,,,Cedrus sp.,Margarodidae,Xylococculus,macrocarpae,"Gill, Raymond",1997-08-28
California,Humboldt,Fieldbrook,40.97,-124.04,Haggard,2006-05-04,,,Pinus attenuata,Coccidae,Toumeyella,pinicola,"Watson, Gillian",2006-05-15
California,Humboldt,Mckinleyville,40.99,-124.09,DALE,1989-04-12,,,Pseudotsuga menziesii,Aphididae,Cinara,pseudotsugae,"Sorensen, John",1989-04-26
California,Humboldt,Mckinleyville,40.99,-124.11,HAGGARD,1992-04-03,,,Salix sp.,Diaspididae,Hemiberlesia,rapax,"Gill, Raymond",1992-04-14
California,Humboldt,Orick,41.27,-123.99,Haggard,2005-03-15,,,Paxistima mysinites,Coccidae,Pulvinaria,floccifera,"Watson, Gillian",2005-03-22
California,Siskiyou,Mount Shasta,41.31,-122.31,FERLATTE,1991-11-15,,,Geranium sp.,Aleyrodidae,Trialeurodes,vaporariorum,"Gill, Raymond",1991-11-20
California,Siskiyou,Mount Shasta,41.32,-122.31,FERLATTE,1990-06-19,,,,Coccidae,Parthenolecanium,corni,"Gill, Raymond",1990-06-22
California,Siskiyou,WEED,41.42,-122.39,FERLATTE,1990-11-07,,,Malus sp.,Diaspididae,Quadraspidiotus,perniciosus,"Gill, Raymond",1991-01-18
California,Siskiyou,ETNA,41.46,-122.89,JANSSEN,1991-06-26,,,Vitis sp.,Cicadellidae,Erythroneura,ziczac,"Sorensen, John",1991-08-20
California,Siskiyou,ETNA,41.46,-122.84,,2002-06-14,,,Pinus ponderosa,Coccidae,Physokermes,concolor,"Gill, Raymond",2002-09-19
California,Siskiyou,ETNA,41.46,-122.84,,2002-06-14,,,Pinus ponderosa,Diaspididae,Chionaspis,pinifoliae,"Gill, Raymond",2002-09-19
California,Modoc,ALTURAS,41.49,-120.55,MOREO,1991-07-31,,,Triticum aestivum,Aphididae,Diuraphis,noxia,"Sorensen, John",1991-12-19
California,Modoc,ALTURAS,41.49,-120.55,MOREO,1991-07-31,,,Triticum aestivum,Aphididae,Rhopalosiphum,padi,"Sorensen, John",1991-12-20
California,Siskiyou,GRENADA,41.57,-122.55,FERLATTE,1990-05-21,,,Malus sp.,Aphididae,Aphis,pomi,"Sorensen, John",1990-06-07
California,Siskiyou,GRENADA,41.58,-122.55,THOMAS/FERLATTE,1990-03-18,,,Malus sp.,Aphididae,Aphis,pomi,"Sorensen, John",1990-03-23
California,Siskiyou,Ft. Jones,41.62,-122.97,Hal Crockford,2008-08-25,,,Gaillardia sp.,Membracidae,Campylenchia,latipes,"Garrison, Rosser",2008-10-07
California,Siskiyou,YREKA,41.67,-122.62,FERLATTE,1990-07-09,,,Salix sp.,Aphididae,Tuberolachnus,salignus,"Gill, Raymond",1990-07-17
California,Siskiyou,YREKA,41.68,-122.64,NILSSON,1992-05-26,,,Acer sp,Coccidae,Pulvinaria,innumerabilis,"Gill, Raymond",1992-06-26
California,Siskiyou,YREKA,41.69,-122.63,FERLATTE,1990-07-02,,,,Cicadellidae,Amblysellus,grex,"Gill, Raymond",1990-07-05
California,Siskiyou,YREKA,41.69,-122.66,FERLATTE,1991-12-03,,,Pinus sp.,Diaspididae,Chionaspis,pinifoliae,"Gill, Raymond",1991-12-06
California,Siskiyou,Yreka,41.73,-122.63,Duke,2009-03-21,,,Salix sp.,Cicadellidae,Graphocephala,confluens,"Rung, Alessandra",2009-03-27
California,Siskiyou,YREKA,41.73,-122.62,FERLATTE,1992-06-04,,,Cupressus sp.,Diaspididae,Carulaspis,minima,"Gill, Raymond",1992-07-02
California,Siskiyou,YREKA,41.74,-122.64,FERLATTE,1989-08-18,,,Robinia pseudoacacia,Aphididae,Aphis,craccivora,"Sorensen, John",1989-09-19
California,Siskiyou,Yreka,41.74,-122.65,Jack Partlow,2007-11-21,,,,Aphididae,Tuberolachnus,salignus,"Sorensen, John",2007-11-27
California,Siskiyou,YREKA,41.75,-122.67,FERLATTE,1990-07-26,,,Asparagus setaceus,Coccidae,Coccus,hesperidum,"Sorensen, John",1990-07-31
California,Siskiyou,YREKA,41.75,-122.67,FERLATTE,1990-07-26,,,Asparagus setaceus,Coccidae,Saissetia,coffeae,"Sorensen, John",1990-07-31
California,Siskiyou,MONTAGUE,41.8,-122.42,BENTON,1990-12-06,,,Triticum aestivum,Aphididae,Rhopalosiphum,padi,"Sorensen, John",1990-12-10
California,Siskiyou,MONTAGUE,41.8,-122.42,BENTON,1990-12-06,,,Triticum aestivum,Aphididae,Schizaphis,graminum,"Sorensen, John",1990-12-10
California,Del Norte,CRESCENT CITY,41.82,-124.17,J BUCKLES,2008-05-21,,,Malus sp.,Aphididae,Eriosoma,lanigerum,"Sorensen, John",2008-05-27
California,Siskiyou,Hornbrook,41.95,-122.59,FERLATTE,1989-06-19,,,Populus sp.,Aphididae,Thecabius,populiconduplifolius,"Sorensen, John",1989-07-12
California,Modoc,TULELAKE,41.95,-121.39,GREENBANK,1992-08-18,,,,Diaspididae,Chionaspis,pinifoliae,"Gill, Raymond",1992-10-20
California,Alameda,,,,BLUMENTHAL,1990-04-16,,,Pseudotsuga menziesii,Adelgidae,Adelges,cooleyi,"Gill, Raymond",1990-04-19
California,Contra Costa,,,,,1988-03-07,,,,Adelgidae,Adelges,cooleyi,"Sorensen, John",1988-03-08
California,San Mateo,DAVENPORT,,,ADAMS,1989-08-16,,,Pseudotsuga menziesii,Adelgidae,Adelges,cooleyi,"Sorensen, John",1989-09-21
California,Santa Cruz,BOULDER CREEK,,,PERRY,1994-06-02,,,Pseudotsuga menziesii,Adelgidae,Adelges,cooleyi,"Sorensen, John",1994-06-15
California,Butte,,,,Randy Hartman,2012-08-29,,,,Aleyrodidae,Aleuroclava,aucubae,"Watson, Gillian",2012-08-31
California,Fresno,Reedley,,,Devin Carroll,2012-06-12,,,Citrus sinensis,Aleyrodidae,Aleuroclava,aucubae,"Watson, Gillian",2012-06-15
California,Yolo,Davis,,,"lawson, michelle & Pickett",2013-11-23,,,Citrus sp.,Aleyrodidae,Aleuroclava,aucubae,"Watson, Gillian",2013-11-25
California,Yolo,Davis,,,"lawson, michelle & Pickett",2013-11-23,,,Xylosma sp.,Aleyrodidae,Aleuroclava,aucubae,"Watson, Gillian",2013-11-25
California,Imperial,EL CENTRO,,,NATWICK,1987-12-04,,,Zea mays,Aleyrodidae,Aleurocybotus,occiduus,"Gill, Raymond",1987-12-09
California,Riverside,BLYTHE,,,EVERLING,1991-09-16,,,,Aleyrodidae,Aleurocybotus,occiduus,"Gill, Raymond",1991-09-19
California,Alameda,Oakland,,,Robert Brostrom,2012-05-14,,2012-05-14,Hibiscus sp.,Aleyrodidae,Aleurodicus,dugesii,"Watson, Gillian",2012-05-16
California,Kern,Bakersfield,,,David Haviland,2004-08-18,,,Xylosma sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2004-09-03
California,Riverside,Moreno Valley,,,j. chandler,2011-09-13,,,Eucalyptus  sp.,Aleyrodidae,Aleurodicus,dugesii,"Watson, Gillian",2011-09-21
California,Riverside,RIVERSIDE,,,BRIONES,2000-07-24,,,Hibiscus sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2001-02-14
California,Sacramento,Folsom,,,Karrie Reid,2012-11-28,,,Xylosma sp.,Aleyrodidae,Aleurodicus,dugesii,"von Ellenrieder, Natalia",2012-11-29
California,San Bernardino,VICTORVILLE,,,,2002-07-31,,,,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2002-11-01
California,San Bernardino,REDLANDS,,,SCHREIBER,2001-09-18,,,Morus alba,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2001-09-28
California,San Diego,VISTA,,,PRICE,2001-11-27,,,,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2002-01-08
California,Santa Barbara,GOLETA,,,DAVIDSON,1997-07-29,,,,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",1997-08-18
California,Santa Barbara,SANTA BARBARA,,,ALBA,1999-10-07,,,Hibiscus sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2000-03-28
California,Santa Barbara,SANTA BARBARA,,,ALBA,1999-10-07,,,Hibiscus sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2000-03-28
California,Santa Barbara,SANTA BARBARA,,,LOPEZ,1999-10-07,,,Citrus sinensis,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2000-03-29
California,Santa Barbara,ELWOOD,,,LUNA,1999-10-14,,,Hibiscus sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2000-03-29
California,Santa Clara,,,,M. Beauregard,2005-08-02,,,,Aleyrodidae,Aleurodicus,dugesii,"Watson, Gillian",2005-08-03
California,Sonoma,,,,A. McVicker,2006-01-11,,,,Aleyrodidae,Aleurodicus,dugesii,"Watson, Gillian",2006-07-18
California,Ventura,THOUSAND OAKS,,,MILLER,1999-09-14,,,Xylosma sp.,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2000-03-20
California,Ventura,VENTURA,,,BRONSON,2000-07-18,,,,Aleyrodidae,Aleurodicus,dugesii,"Gill, Raymond",2001-02-27
California,Mendocino,,,,,1988-03-10,,,,Aleyrodidae,Aleuroparadoxus,arctostaphyli,"Gill, Raymond",1988-03-14
California,Placer,ALTA,,,CONNELLY,1992-03-24,,,Arctostaphylos sp,Aleyrodidae,Aleuroparadoxus,iridescens,"Gill, Raymond",1992-03-27
California,Alameda,,,,,1988-02-04,,,,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1988-02-16
California,Alameda,,,,,1988-06-26,,,,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1988-07-01
California,Alameda,LIVERMORE,,,PATTEE,2001-08-20,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2001-08-29
California,Mendocino,,,,,1987-11-10,,,,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1987-11-20
California,Mendocino,POTTER VALLEY,,,XEROGEANES,1991-11-29,,,Quercus wislizenii,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1991-12-13
California,Monterey,BRADLEY,,,OLIVER,1989-06-07,,,Quercus virginiana,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1989-06-29
California,Placer,Roseville,,,"Neumann, Bombolino",2009-04-16,,,Quercus wislizenii,Aleyrodidae,Aleuroplatus,coronata,"Watson, Gillian",2009-04-18
California,Placer,,,,,1987-06-24,,,,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1987-06-25
California,Riverside,MURRIETA,,,TRACY,1991-04-02,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1991-04-29
California,Sacramento,GALT,,,THOMPSON,1989-04-04,,,,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1989-04-07
California,Sacramento,SACRAMENTO,,,MCCARTY,2002-08-19,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2002-09-04
California,Sacramento,Galt,,,Ellen Stallions,2004-03-18,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2004-03-24
California,San Luis Obispo,GROVER CITY,,,PEREZ,1989-11-29,,,Quercus virginiana,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1989-12-20
California,San Mateo,MENLO PARK,,,EATON,1991-05-28,,,Quercus agrifolia,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1991-05-31
California,San Mateo,SAN MATEO,,,SHEK,2001-07-12,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2001-07-17
California,Santa Barbara,LOMPOC,,,DAVIDSON,1989-03-10,,,Quercus agrifolia,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1989-03-29
California,Santa Clara,,,,YAMASAKI,1992-03-21,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1992-03-25
California,Santa Clara,SAN MATEO,,,MAGGI,1990-04-10,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1990-04-17
California,Santa Clara,SARATOGA,,,MAGGI,2001-07-31,,,Quercus agrifolia,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2001-08-07
California,Santa Clara,Morgan Hill,,,Joshua Fairbanks,2004-01-22,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",2004-01-26
California,Solano,GREEN VALLEY,,,LYON,1991-04-18,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1991-04-22
California,Tuolumne,SONORA,,,CHAMBERS,1992-08-03,,,Quercus sp.,Aleyrodidae,Aleuroplatus,coronata,"Gill, Raymond",1992-09-11
California,Alameda,LIVERMORE,,,PATTEE,2001-08-20,,,Quercus sp.,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",2001-08-29
California,Kings,LEMOORE,,,BRESSLER,1994-03-30,,,Quercus sp.,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",1994-04-26
California,Merced,Lockford,,,AGUILAR,2002-04-06,,,Quercus sp.,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",2002-04-17
California,Placer,Roseville,,,"Neumann, Bombolino",2009-04-16,,,Quercus wislizenii,Aleyrodidae,Aleuroplatus,gelatinosus,"Watson, Gillian",2009-04-18
California,Sacramento,Galt,,,Ellen Stallions,2004-03-18,,,Quercus sp.,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",2004-03-24
California,Shasta,REDDING,,,ALBRIGHT,1992-04-29,,,Quercus velutina,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",1992-05-11
California,Ventura,CAMBRIA,,,ADAMS,1991-04-25,,,Quercus agrifolia,Aleyrodidae,Aleuroplatus,gelatinosus,"Gill, Raymond",1991-04-30
California,Imperial,OCOTILLO,,,BALL,1993-01-12,,,Fouquieria splendens,Aleyrodidae,Aleuropleurocelus,coachellensis,"Gill, Raymond",1993-03-30
California,Imperial,CALEXICO,,,CULVER,1993-05-28,,,Euphorbia sp.,Aleyrodidae,Aleuropleurocelus,coachellensis,"Gill, Raymond",1993-06-11
California,Mendocino,REDWOOD VALLEY,,,XEROGEANES,1993-09-08,,,Fraxinus sp.,Aleyrodidae,Aleuropleurocelus,nigrans,"Gill, Raymond",1993-12-08
California,Riverside,RIVERSIDE,,,REEVES,1992-01-30,,,Lantana sp.,Aleyrodidae,Aleuropleurocelus,oblanceolatus,"Gill, Raymond",1992-02-11
California,San Bernardino,ONTARIO,,,DAVEY,1992-01-23,,,,Aleyrodidae,Aleuropleurocelus,oblanceolatus,"Gill, Raymond",1992-02-05
California,Imperial,EL CENTRO,,,NATWICK,1998-08-24,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1998-09-17
California,Imperial,VARIOUS,,,CAMARGO,2000-08-16,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2001-03-22
California,Imperial,WINTERHAVEN,,,DESSERT,2002-05-22,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2002-10-31
California,Imperial,Calexico,,,E. Lopez,2003-12-03,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2003-12-08
California,Kern,Bakersfield,,,M. Peet,2004-06-25,,,,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2004-07-20
California,Los Angeles,NORWALK,,,HERRERA,1995-10-05,,,Psidium guajava,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1995-12-15
California,Los Angeles,LOS ANGELES,,,TSOU,2000-12-19,,,Psidium sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2001-02-26
California,Riverside,THERMAL,,,SHAFFER,1998-06-01,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1998-06-18
California,Riverside,THERMAL,,,SHAFFER,1998-06-01,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1998-06-18
California,Riverside,Hemet,,,jennifer chandler,2013-11-19,,,Citrus limon,Aleyrodidae,Aleurothrixus,floccosus,"Watson, Gillian",2013-11-22
California,Riverside,RIVERSIDE,,,OESTERLEIN,1991-10-03,,,Citrus sinensis,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1991-10-08
California,Riverside,DE LUZ,,,CHANDLER,2001-03-27,,,Citrus limon,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2001-04-25
California,Riverside,MECCA,,,SHAFFER,2002-03-26,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2002-04-05
California,Riverside,Redlands,,,Julie,2004-04-07,,,Citrus sp.,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",2004-04-27
California,San Diego,SCRIPPS RANCH,,,ALLINGHAM,1991-09-06,,,Citrus sinensis,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1991-09-10
California,San Mateo,REDWOOD CITY,,,PUMMER,1992-12-01,,,Citrus limon,Aleyrodidae,Aleurothrixus,floccosus,"Gill, Raymond",1993-01-22
