STATE,COUNTY,MUNICIPALITY,LATITUDE,LONGITUDE,COLLECTOR,DATE COLLECTED,TRAP TYPE,DATE TRAP LAST SERVICED,HOST PLANT,FAMILY,GENUS,SPECIES,DETERMINER,DETERMINED DATE
California,Fresno,FRESNO,36.82,-119.79,RHOADS,2003-06-24,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,FRESNO,36.82,-119.79,RHOADS,2003-06-24,,,Pyrus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-06-24,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-06-25,,,Ligustrum sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-06-26,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,STITT,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,STITT,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,RICE,2002-09-12,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-15,,,Populus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.71,WUKITS,2003-07-16,,,Buddleja sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,GILBERT,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,RICE,2002-09-12,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,MARLER,2003-07-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,LLAMAS,2003-07-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-11,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,HAILE,2003-07-11,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-11,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-11,,,Ailanthus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-11,,,Ailanthus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-16,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-16,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-16,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-16,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,GILBERT,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.71,WUKITS,2003-06-20,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.83,RINCON,2003-09-02,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,FRESNO,36.82,-119.78,GARCIA,2003-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,FRESNO,36.82,-119.79,YAMAKAWG,2002-08-26,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,FRESNO,36.82,-119.79,SENNING,2002-08-28,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-06-30,,,Ceratonia siliqua,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,GARCIA,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-16,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-16,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-17,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-18
California,Fresno,CLOVIS,36.82,-119.7,VALERIANO,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-09-09,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,RICE,2002-09-12,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-10,,,Nerium oleander,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,MARLER,2003-07-10,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-11,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-09,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-06-30,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,FRESNO,36.82,-119.8,GARCIA,2003-08-11,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-22
California,Fresno,FRESNO,36.82,-119.83,MORRIS,2003-07-07,,,Schinus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.71,WUKITS,2003-07-17,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-26
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-03,,,Robinia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Olea europaea,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.83,HANSON,2003-07-07,,,Xylosma sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.8,MENDONCA,2003-08-13,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-21
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-17,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,FRESNO,36.82,-119.83,HAILE,2003-07-07,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.83,ZAMORA,2003-07-07,,,Prunus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.79,ZAMORA,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,STITT,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,STAFFORD,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,RHOADS,2002-09-19,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,GILBERT,2002-08-28,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,GILBERT,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-03,,,Robinia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-03,,,Citrus limon,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,CABUCO,2003-07-03,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-03,,,Robinia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.71,TZILIKIAN,2002-08-26,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,JENNINGS,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.71,RICE,2002-09-18,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-03,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,BRECHMANN,2003-07-03,,,Triadica sebifera,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.79,MENDONCA,2003-07-31,,,Ligustrum sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-22
California,Fresno,FRESNO,36.82,-119.8,LLAMAS,2003-08-13,,,Bougainvillea sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-21
California,Fresno,FRESNO,36.82,-119.8,GARCIA,2003-08-13,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-21
California,Fresno,FRESNO,36.82,-119.78,MENDONCA,2003-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,FRESNO,36.82,-119.78,GARCIA,2003-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,FRESNO,36.82,-119.78,HOLGUIN,2003-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,FRESNO,36.82,-119.78,GARCIA,2003-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-10-07
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-17,,,Fraxinus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-26
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-15,,,Photinia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,FRESNO,36.82,-119.83,RINCON,2003-07-03,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.83,HAILE,2003-07-07,,,Betula sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.83,RHOADS,2003-07-07,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.79,ZAMORA,2003-07-01,,,Robinia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-05,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-23
California,Fresno,CLOVIS,36.82,-119.71,VALERIANO,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,RICE,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-23
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-04,,,Hibiscus rosa-sinensis,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-24
California,Fresno,CLOVIS,36.82,-119.7,CABUCO,2003-07-03,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Schinus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Ailanthus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,MORRIS,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-23
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-09-04,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-05,,,Pittosporum sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,FRESNO,36.82,-119.79,WUKITS,2003-07-02,,,Albizia julibrissin,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.79,MENDONCA,2003-07-01,,,Morus alba,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-10,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-14
California,Fresno,FRESNO,36.82,-119.79,GILBERT,2003-07-01,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-07-07,,,Eucalyptus  sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.8,GARCIA,2003-08-27,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-09-18
California,Fresno,FRESNO,36.82,-119.8,MORRIS,2002-09-03,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.8,BALLIS,2002-09-03,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.8,BALLIS,2002-09-07,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.8,SANCHEZ,2002-09-25,,,Xylosma sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-29
California,Fresno,FRESNO,36.82,-119.8,CISNEROS,2002-08-13,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2002-10-10
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-26,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-26,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-29
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-27,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-27,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,FRESNO,36.82,-119.79,MORRIS,2002-08-27,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-29
California,Fresno,FRESNO,36.82,-119.79,STITT,2002-08-28,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-29
California,Fresno,FRESNO,36.82,-119.79,HOLGUIN,2003-06-23,,,Schinus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.79,HOLGUIN,2003-06-25,,,Albizia julibrissin,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,FRESNO,36.82,-119.79,SIBLEY,2003-06-25,,,Xylosma sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,STITT,2002-09-05,,,Trachelospermum jasminoides,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.71,VALERIANO,2002-09-06,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.71,TZLIKIAN,2002-09-11,,,,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-06-19,,,Photinia sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-06-20,,,Photinia sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-06-20,,,Magnolia sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.7,JOHNNSON,2003-06-18,,,Fraxinus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.7,JOHNSON,2003-06-23,,,Citrus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,CLOVIS,36.82,-119.7,CABUCO,2003-06-25,,,Catalpa sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,CLOVIS,36.82,-119.7,ZAMORA,2003-06-25,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,CLOVIS,36.82,-119.71,WUKITS,2003-07-17,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-26
California,Fresno,FRESNO,36.82,-119.83,MORRIS,2003-07-07,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-07-01,,,Euonymus sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,CLOVIS,36.82,-119.7,MORRIS,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-23
California,Fresno,CLOVIS,36.82,-119.7,GILBERT,2002-09-04,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-23
California,Fresno,CLOVIS,36.82,-119.7,CABUCO,2003-07-03,,,,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-07-31
California,Fresno,FRESNO,36.82,-119.8,GARCIA,2003-08-13,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2003-08-21
California,Fresno,CLOVIS,36.82,-119.71,STITT,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.7,VALERIANO,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-09-05,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.7,STITT,2002-09-09,,,,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-28
California,Fresno,CLOVIS,36.82,-119.71,RICE,2002-09-10,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,TZLIKIAN,2002-08-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2002-10-25
California,Fresno,CLOVIS,36.82,-119.7,HOLGUIN,2003-06-23,,,Vitis sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-22
California,Fresno,CLOVIS,36.82,-119.71,JOHNSON,2003-06-30,,,Pyrus sp.,Cicadellidae,Homalodisca,vitripennis,"Skevington, Jeff",2003-07-21
California,Fresno,CLOVIS,36.83,-119.67,BURNESS,1994-06-01,,,Liriodendron tulipifera,Aphididae,Illinoia,liriodendri,"Sorensen, John",1994-10-11
California,Fresno,CLOVIS,36.83,-119.72,HANSON,2001-08-10,,,Pyrus sp.,Cicadellidae,Colladonus,geminatus,"Gill, Raymond",2001-08-30
California,San Benito,HOLLISTER,36.83,-121.39,RACHUY,2001-06-21,,,Pittosporum sp.,Cicadellidae,Fieberiella,florii,"Gill, Raymond",2001-07-11
California,Fresno,CLOVIS,36.83,-119.73,CUSTER,2001-07-24,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2001-08-30
California,Fresno,CLOVIS,36.83,-119.73,ISKENDERIAN,2001-08-02,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2001-09-25
California,Fresno,CLOVIS,36.83,-119.73,MORRIS,2001-08-06,,,Citrus limon,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2001-10-02
California,Fresno,CLOVIS,36.83,-119.72,CUSTER,2001-07-30,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2001-08-30
California,Fresno,CLOVIS,36.83,-119.72,CISNEROS,2001-08-01,,,Lagerstroemia sp.,Cicadellidae,Homalodisca,vitripennis,"Gill, Raymond",2001-08-30
